schema	step	metric	k	mean	std
correct_times_valid_plus_0p1_format	14	valid_given_correct	8	0.888233	0.018252
correct_times_valid_plus_0p1_format	14	valid_given_correct	64	0.950000	0.040825
correct_times_valid_plus_0p1_format	14	invalid_but_correct	1	0.507292	0.022646
correct_times_valid_plus_0p1_format	14	invalid_but_correct	8	0.111004	0.017259
correct_times_valid_plus_0p1_format	14	invalid_but_correct	64	0.050000	0.040825
correct_times_valid_plus_0p1_format	15	correct	1	0.960938	0.014377
correct_times_valid_plus_0p1_format	15	correct	8	0.999832	0.000192
correct_times_valid_plus_0p1_format	15	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	15	valid	1	0.467448	0.044168
correct_times_valid_plus_0p1_format	15	valid	8	0.923489	0.024499
correct_times_valid_plus_0p1_format	15	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	15	joint	1	0.465885	0.044039
correct_times_valid_plus_0p1_format	15	joint	8	0.918941	0.024051
correct_times_valid_plus_0p1_format	15	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	15	valid_given_correct	1	0.484927	0.045881
correct_times_valid_plus_0p1_format	15	valid_given_correct	8	0.919094	0.024017
correct_times_valid_plus_0p1_format	15	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	15	invalid_but_correct	1	0.495052	0.046177
correct_times_valid_plus_0p1_format	15	invalid_but_correct	8	0.080892	0.024013
correct_times_valid_plus_0p1_format	15	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	16	correct	1	0.964062	0.042538
correct_times_valid_plus_0p1_format	16	correct	8	0.998816	0.001675
correct_times_valid_plus_0p1_format	16	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	16	valid	1	0.349479	0.045039
correct_times_valid_plus_0p1_format	16	valid	8	0.880333	0.064862
correct_times_valid_plus_0p1_format	16	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	16	joint	1	0.348177	0.046746
correct_times_valid_plus_0p1_format	16	joint	8	0.872338	0.075463
correct_times_valid_plus_0p1_format	16	joint	64	0.983333	0.023570
correct_times_valid_plus_0p1_format	16	valid_given_correct	1	0.359821	0.034701
correct_times_valid_plus_0p1_format	16	valid_given_correct	8	0.873255	0.074237
correct_times_valid_plus_0p1_format	16	valid_given_correct	64	0.983333	0.023570
correct_times_valid_plus_0p1_format	16	invalid_but_correct	1	0.615885	0.016929
correct_times_valid_plus_0p1_format	16	invalid_but_correct	8	0.126477	0.073879
correct_times_valid_plus_0p1_format	16	invalid_but_correct	64	0.016667	0.023570
correct_times_valid_plus_0p1_format	17	correct	1	0.906250	0.068927
correct_times_valid_plus_0p1_format	17	correct	8	0.997961	0.001529
correct_times_valid_plus_0p1_format	17	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	17	valid	1	0.250000	0.013319
correct_times_valid_plus_0p1_format	17	valid	8	0.774878	0.021181
correct_times_valid_plus_0p1_format	17	valid	64	0.950000	0.040825
correct_times_valid_plus_0p1_format	17	joint	1	0.230469	0.010126
correct_times_valid_plus_0p1_format	17	joint	8	0.752838	0.008600
correct_times_valid_plus_0p1_format	17	joint	64	0.950000	0.040825
correct_times_valid_plus_0p1_format	17	valid_given_correct	1	0.255005	0.009617
correct_times_valid_plus_0p1_format	17	valid_given_correct	8	0.754379	0.008822
correct_times_valid_plus_0p1_format	17	valid_given_correct	64	0.950000	0.040825
correct_times_valid_plus_0p1_format	17	invalid_but_correct	1	0.675781	0.059334
correct_times_valid_plus_0p1_format	17	invalid_but_correct	8	0.245124	0.008900
correct_times_valid_plus_0p1_format	17	invalid_but_correct	64	0.050000	0.040825
correct_times_valid_plus_0p1_format	18	correct	1	0.979687	0.013577
correct_times_valid_plus_0p1_format	18	correct	8	0.999996	0.000006
correct_times_valid_plus_0p1_format	18	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	18	valid	1	0.162500	0.049645
correct_times_valid_plus_0p1_format	18	valid	8	0.643514	0.114000
correct_times_valid_plus_0p1_format	18	valid	64	0.933333	0.062361
correct_times_valid_plus_0p1_format	18	joint	1	0.162500	0.049645
correct_times_valid_plus_0p1_format	18	joint	8	0.643514	0.114000
correct_times_valid_plus_0p1_format	18	joint	64	0.933333	0.062361
correct_times_valid_plus_0p1_format	18	valid_given_correct	1	0.165484	0.049843
correct_times_valid_plus_0p1_format	18	valid_given_correct	8	0.643517	0.114002
correct_times_valid_plus_0p1_format	18	valid_given_correct	64	0.933333	0.062361
correct_times_valid_plus_0p1_format	18	invalid_but_correct	1	0.817188	0.043061
correct_times_valid_plus_0p1_format	18	invalid_but_correct	8	0.356482	0.114003
correct_times_valid_plus_0p1_format	18	invalid_but_correct	64	0.066667	0.062361
correct_times_valid_plus_0p1_format	19	correct	1	0.815885	0.038307
correct_times_valid_plus_0p1_format	19	correct	8	0.975769	0.012928
correct_times_valid_plus_0p1_format	19	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	19	valid	1	0.135156	0.009568
correct_times_valid_plus_0p1_format	19	valid	8	0.476939	0.051705
correct_times_valid_plus_0p1_format	19	valid	64	0.800000	0.081650
correct_times_valid_plus_0p1_format	19	joint	1	0.132552	0.006821
correct_times_valid_plus_0p1_format	19	joint	8	0.466189	0.041520
correct_times_valid_plus_0p1_format	19	joint	64	0.800000	0.081650
correct_times_valid_plus_0p1_format	19	valid_given_correct	1	0.163139	0.015361
correct_times_valid_plus_0p1_format	19	valid_given_correct	8	0.477993	0.044654
correct_times_valid_plus_0p1_format	19	valid_given_correct	64	0.800000	0.081650
correct_times_valid_plus_0p1_format	19	invalid_but_correct	1	0.683333	0.043626
correct_times_valid_plus_0p1_format	19	invalid_but_correct	8	0.509580	0.046411
correct_times_valid_plus_0p1_format	19	invalid_but_correct	64	0.200000	0.081650
correct_times_valid_plus_0p1_format	20	correct	1	0.776302	0.046641
correct_times_valid_plus_0p1_format	20	correct	8	0.971143	0.019882
correct_times_valid_plus_0p1_format	20	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	20	valid	1	0.061198	0.017239
correct_times_valid_plus_0p1_format	20	valid	8	0.344081	0.080556
correct_times_valid_plus_0p1_format	20	valid	64	0.800000	0.108012
correct_times_valid_plus_0p1_format	20	joint	1	0.054948	0.014268
correct_times_valid_plus_0p1_format	20	joint	8	0.313983	0.062259
correct_times_valid_plus_0p1_format	20	joint	64	0.800000	0.108012
correct_times_valid_plus_0p1_format	20	valid_given_correct	1	0.071400	0.020616
correct_times_valid_plus_0p1_format	20	valid_given_correct	8	0.324014	0.068035
correct_times_valid_plus_0p1_format	20	valid_given_correct	64	0.800000	0.108012
correct_times_valid_plus_0p1_format	20	invalid_but_correct	1	0.721354	0.053409
correct_times_valid_plus_0p1_format	20	invalid_but_correct	8	0.657160	0.073092
correct_times_valid_plus_0p1_format	20	invalid_but_correct	64	0.200000	0.108012
correct_plus_line_valid_plus_0p1_format	1	correct	1	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	valid	1	0.999219	0.000638
correct_plus_line_valid_plus_0p1_format	1	valid	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	joint	1	0.999219	0.000638
correct_plus_line_valid_plus_0p1_format	1	joint	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	valid_given_correct	1	0.999219	0.000638
correct_plus_line_valid_plus_0p1_format	1	valid_given_correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	invalid_but_correct	1	0.000781	0.000638
correct_plus_line_valid_plus_0p1_format	1	invalid_but_correct	8	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	1	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	2	correct	1	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	2	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	2	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	2	valid	1	0.928646	0.016589
correct_plus_line_valid_plus_0p1_format	2	valid	8	0.999878	0.000160
correct_plus_line_valid_plus_0p1_format	2	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	2	joint	1	0.928646	0.016589
correct_plus_line_valid_plus_0p1_format	2	joint	8	0.999878	0.000160
correct_plus_line_valid_plus_0p1_format	2	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	2	valid_given_correct	1	0.928646	0.016589
correct_plus_line_valid_plus_0p1_format	2	valid_given_correct	8	0.999878	0.000160
correct_plus_line_valid_plus_0p1_format	2	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	2	invalid_but_correct	1	0.071354	0.016589
correct_plus_line_valid_plus_0p1_format	2	invalid_but_correct	8	0.000122	0.000160
correct_plus_line_valid_plus_0p1_format	2	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	correct	1	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	valid	1	0.959375	0.000638
correct_plus_line_valid_plus_0p1_format	3	valid	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	joint	1	0.959375	0.000638
correct_plus_line_valid_plus_0p1_format	3	joint	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	valid_given_correct	1	0.959375	0.000638
correct_plus_line_valid_plus_0p1_format	3	valid_given_correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	invalid_but_correct	1	0.040625	0.000638
correct_plus_line_valid_plus_0p1_format	3	invalid_but_correct	8	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	3	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	4	correct	1	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	4	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	4	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	4	valid	1	0.771875	0.008341
correct_plus_line_valid_plus_0p1_format	4	valid	8	0.999385	0.000122
correct_plus_line_valid_plus_0p1_format	4	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	4	joint	1	0.771875	0.008341
correct_plus_line_valid_plus_0p1_format	4	joint	8	0.999385	0.000122
correct_plus_line_valid_plus_0p1_format	4	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	4	valid_given_correct	1	0.771875	0.008341
correct_plus_line_valid_plus_0p1_format	4	valid_given_correct	8	0.999385	0.000122
correct_plus_line_valid_plus_0p1_format	4	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	4	invalid_but_correct	1	0.228125	0.008341
correct_plus_line_valid_plus_0p1_format	4	invalid_but_correct	8	0.000615	0.000122
correct_plus_line_valid_plus_0p1_format	4	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	5	correct	1	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	5	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	5	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	5	valid	1	0.802083	0.021503
correct_plus_line_valid_plus_0p1_format	5	valid	8	0.999396	0.000610
correct_plus_line_valid_plus_0p1_format	5	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	5	joint	1	0.802083	0.021503
correct_plus_line_valid_plus_0p1_format	5	joint	8	0.999396	0.000610
correct_plus_line_valid_plus_0p1_format	5	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	5	valid_given_correct	1	0.802083	0.021503
correct_plus_line_valid_plus_0p1_format	5	valid_given_correct	8	0.999396	0.000610
correct_plus_line_valid_plus_0p1_format	5	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	5	invalid_but_correct	1	0.197917	0.021503
correct_plus_line_valid_plus_0p1_format	5	invalid_but_correct	8	0.000604	0.000610
correct_plus_line_valid_plus_0p1_format	5	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	6	correct	1	0.998177	0.002051
correct_plus_line_valid_plus_0p1_format	6	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	6	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	6	valid	1	0.691667	0.025526
correct_plus_line_valid_plus_0p1_format	6	valid	8	0.992192	0.001514
correct_plus_line_valid_plus_0p1_format	6	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	6	joint	1	0.691406	0.025840
correct_plus_line_valid_plus_0p1_format	6	joint	8	0.992192	0.001514
correct_plus_line_valid_plus_0p1_format	6	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	6	valid_given_correct	1	0.692662	0.025638
correct_plus_line_valid_plus_0p1_format	6	valid_given_correct	8	0.992192	0.001514
correct_plus_line_valid_plus_0p1_format	6	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	6	invalid_but_correct	1	0.306771	0.025558
correct_plus_line_valid_plus_0p1_format	6	invalid_but_correct	8	0.007808	0.001514
correct_plus_line_valid_plus_0p1_format	6	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	7	correct	1	0.998958	0.001473
correct_plus_line_valid_plus_0p1_format	7	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	7	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	7	valid	1	0.638021	0.002051
correct_plus_line_valid_plus_0p1_format	7	valid	8	0.987877	0.003706
correct_plus_line_valid_plus_0p1_format	7	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	7	joint	1	0.637760	0.001949
correct_plus_line_valid_plus_0p1_format	7	joint	8	0.987553	0.003367
correct_plus_line_valid_plus_0p1_format	7	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	7	valid_given_correct	1	0.638427	0.002320
correct_plus_line_valid_plus_0p1_format	7	valid_given_correct	8	0.987553	0.003367
correct_plus_line_valid_plus_0p1_format	7	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	7	invalid_but_correct	1	0.361198	0.002656
correct_plus_line_valid_plus_0p1_format	7	invalid_but_correct	8	0.012447	0.003367
correct_plus_line_valid_plus_0p1_format	7	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	8	correct	1	0.999219	0.001105
correct_plus_line_valid_plus_0p1_format	8	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	8	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	8	valid	1	0.775781	0.023289
correct_plus_line_valid_plus_0p1_format	8	valid	8	0.999261	0.000122
correct_plus_line_valid_plus_0p1_format	8	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	8	joint	1	0.775781	0.023289
correct_plus_line_valid_plus_0p1_format	8	joint	8	0.999261	0.000122
correct_plus_line_valid_plus_0p1_format	8	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	8	valid_given_correct	1	0.776406	0.023906
correct_plus_line_valid_plus_0p1_format	8	valid_given_correct	8	0.999261	0.000122
correct_plus_line_valid_plus_0p1_format	8	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	8	invalid_but_correct	1	0.223437	0.024063
correct_plus_line_valid_plus_0p1_format	8	invalid_but_correct	8	0.000739	0.000122
correct_plus_line_valid_plus_0p1_format	8	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	9	correct	1	0.996354	0.002656
correct_plus_line_valid_plus_0p1_format	9	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	9	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	9	valid	1	0.701562	0.008999
correct_plus_line_valid_plus_0p1_format	9	valid	8	0.947396	0.001389
correct_plus_line_valid_plus_0p1_format	9	valid	64	0.950000	0.000000
correct_plus_line_valid_plus_0p1_format	9	joint	1	0.701562	0.008999
correct_plus_line_valid_plus_0p1_format	9	joint	8	0.947396	0.001389
correct_plus_line_valid_plus_0p1_format	9	joint	64	0.950000	0.000000
correct_plus_line_valid_plus_0p1_format	9	valid_given_correct	1	0.704158	0.010878
correct_plus_line_valid_plus_0p1_format	9	valid_given_correct	8	0.947396	0.001389
correct_plus_line_valid_plus_0p1_format	9	valid_given_correct	64	0.950000	0.000000
correct_plus_line_valid_plus_0p1_format	9	invalid_but_correct	1	0.294792	0.011629
correct_plus_line_valid_plus_0p1_format	9	invalid_but_correct	8	0.052604	0.001389
correct_plus_line_valid_plus_0p1_format	9	invalid_but_correct	64	0.050000	0.000000
correct_plus_line_valid_plus_0p1_format	10	correct	1	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	10	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	10	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	10	valid	1	0.723438	0.018400
correct_plus_line_valid_plus_0p1_format	10	valid	8	0.998208	0.000657
correct_plus_line_valid_plus_0p1_format	10	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	10	joint	1	0.723438	0.018400
correct_plus_line_valid_plus_0p1_format	10	joint	8	0.998208	0.000657
correct_plus_line_valid_plus_0p1_format	10	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	10	valid_given_correct	1	0.723438	0.018400
correct_plus_line_valid_plus_0p1_format	10	valid_given_correct	8	0.998208	0.000657
correct_plus_line_valid_plus_0p1_format	10	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	10	invalid_but_correct	1	0.276562	0.018400
correct_plus_line_valid_plus_0p1_format	10	invalid_but_correct	8	0.001792	0.000657
correct_plus_line_valid_plus_0p1_format	10	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	11	correct	1	0.966406	0.008629
correct_plus_line_valid_plus_0p1_format	11	correct	8	0.994949	0.006176
correct_plus_line_valid_plus_0p1_format	11	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	11	valid	1	0.661979	0.019373
correct_plus_line_valid_plus_0p1_format	11	valid	8	0.957242	0.014471
correct_plus_line_valid_plus_0p1_format	11	valid	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	11	joint	1	0.661719	0.019019
correct_plus_line_valid_plus_0p1_format	11	joint	8	0.956110	0.012877
correct_plus_line_valid_plus_0p1_format	11	joint	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	11	valid_given_correct	1	0.684608	0.013901
correct_plus_line_valid_plus_0p1_format	11	valid_given_correct	8	0.960962	0.011274
correct_plus_line_valid_plus_0p1_format	11	valid_given_correct	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	11	invalid_but_correct	1	0.304687	0.011067
correct_plus_line_valid_plus_0p1_format	11	invalid_but_correct	8	0.038839	0.011262
correct_plus_line_valid_plus_0p1_format	11	invalid_but_correct	64	0.033333	0.023570
correct_plus_line_valid_plus_0p1_format	12	correct	1	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	12	correct	8	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	12	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	12	valid	1	0.692448	0.025851
correct_plus_line_valid_plus_0p1_format	12	valid	8	0.947971	0.001506
correct_plus_line_valid_plus_0p1_format	12	valid	64	0.950000	0.000000
correct_plus_line_valid_plus_0p1_format	12	joint	1	0.692448	0.025851
correct_plus_line_valid_plus_0p1_format	12	joint	8	0.947971	0.001506
correct_plus_line_valid_plus_0p1_format	12	joint	64	0.950000	0.000000
correct_plus_line_valid_plus_0p1_format	12	valid_given_correct	1	0.692448	0.025851
correct_plus_line_valid_plus_0p1_format	12	valid_given_correct	8	0.947971	0.001506
correct_plus_line_valid_plus_0p1_format	12	valid_given_correct	64	0.950000	0.000000
correct_plus_line_valid_plus_0p1_format	12	invalid_but_correct	1	0.307552	0.025851
correct_plus_line_valid_plus_0p1_format	12	invalid_but_correct	8	0.052029	0.001506
correct_plus_line_valid_plus_0p1_format	12	invalid_but_correct	64	0.050000	0.000000
correct_plus_line_valid_plus_0p1_format	13	correct	1	0.893490	0.011698
correct_plus_line_valid_plus_0p1_format	13	correct	8	0.936879	0.022067
correct_plus_line_valid_plus_0p1_format	13	correct	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	13	valid	1	0.471875	0.052489
correct_plus_line_valid_plus_0p1_format	13	valid	8	0.890222	0.004405
correct_plus_line_valid_plus_0p1_format	13	valid	64	0.933333	0.023570
correct_plus_line_valid_plus_0p1_format	13	joint	1	0.465625	0.048630
correct_plus_line_valid_plus_0p1_format	13	joint	8	0.884164	0.003939
correct_plus_line_valid_plus_0p1_format	13	joint	64	0.900000	0.000000
correct_plus_line_valid_plus_0p1_format	13	valid_given_correct	1	0.521718	0.059115
correct_plus_line_valid_plus_0p1_format	13	valid_given_correct	8	0.944249	0.022331
correct_plus_line_valid_plus_0p1_format	13	valid_given_correct	64	0.931579	0.022330
correct_plus_line_valid_plus_0p1_format	13	invalid_but_correct	1	0.427865	0.057390
correct_plus_line_valid_plus_0p1_format	13	invalid_but_correct	8	0.052715	0.021788
correct_plus_line_valid_plus_0p1_format	13	invalid_but_correct	64	0.066667	0.023570
correct_plus_line_valid_plus_0p1_format	14	correct	1	0.952344	0.020640
correct_plus_line_valid_plus_0p1_format	14	correct	8	0.997006	0.002918
correct_plus_line_valid_plus_0p1_format	14	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	14	valid	1	0.433333	0.015681
correct_plus_line_valid_plus_0p1_format	14	valid	8	0.880998	0.013889
correct_plus_line_valid_plus_0p1_format	14	valid	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	14	joint	1	0.432812	0.016024
correct_plus_line_valid_plus_0p1_format	14	joint	8	0.880953	0.013953
correct_plus_line_valid_plus_0p1_format	14	joint	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	14	valid_given_correct	1	0.454467	0.013277
correct_plus_line_valid_plus_0p1_format	14	valid_given_correct	8	0.883566	0.011497
correct_plus_line_valid_plus_0p1_format	14	valid_given_correct	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	14	invalid_but_correct	1	0.519531	0.016913
correct_plus_line_valid_plus_0p1_format	14	invalid_but_correct	8	0.116053	0.011110
correct_plus_line_valid_plus_0p1_format	14	invalid_but_correct	64	0.033333	0.023570
correct_plus_line_valid_plus_0p1_format	15	correct	1	0.963802	0.009765
correct_plus_line_valid_plus_0p1_format	15	correct	8	0.999966	0.000027
correct_plus_line_valid_plus_0p1_format	15	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	15	valid	1	0.456771	0.045761
correct_plus_line_valid_plus_0p1_format	15	valid	8	0.905763	0.029132
correct_plus_line_valid_plus_0p1_format	15	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	15	joint	1	0.455469	0.046435
correct_plus_line_valid_plus_0p1_format	15	joint	8	0.904114	0.029958
correct_plus_line_valid_plus_0p1_format	15	joint	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	15	valid_given_correct	1	0.472493	0.046828
correct_plus_line_valid_plus_0p1_format	15	valid_given_correct	8	0.904144	0.029935
correct_plus_line_valid_plus_0p1_format	15	valid_given_correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	15	invalid_but_correct	1	0.508333	0.044836
correct_plus_line_valid_plus_0p1_format	15	invalid_but_correct	8	0.095852	0.029932
correct_plus_line_valid_plus_0p1_format	15	invalid_but_correct	64	0.000000	0.000000
correct_plus_line_valid_plus_0p1_format	16	correct	1	0.965625	0.041984
correct_plus_line_valid_plus_0p1_format	16	correct	8	0.998579	0.002010
correct_plus_line_valid_plus_0p1_format	16	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	16	valid	1	0.344010	0.042778
correct_plus_line_valid_plus_0p1_format	16	valid	8	0.877875	0.054309
correct_plus_line_valid_plus_0p1_format	16	valid	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	16	joint	1	0.341406	0.045928
correct_plus_line_valid_plus_0p1_format	16	joint	8	0.865126	0.071380
correct_plus_line_valid_plus_0p1_format	16	joint	64	0.983333	0.023570
correct_plus_line_valid_plus_0p1_format	16	valid_given_correct	1	0.352399	0.035279
correct_plus_line_valid_plus_0p1_format	16	valid_given_correct	8	0.866222	0.069893
correct_plus_line_valid_plus_0p1_format	16	valid_given_correct	64	0.983333	0.023570
correct_plus_line_valid_plus_0p1_format	16	invalid_but_correct	1	0.624219	0.023070
correct_plus_line_valid_plus_0p1_format	16	invalid_but_correct	8	0.133453	0.069453
correct_plus_line_valid_plus_0p1_format	16	invalid_but_correct	64	0.016667	0.023570
correct_plus_line_valid_plus_0p1_format	17	correct	1	0.905990	0.080284
correct_plus_line_valid_plus_0p1_format	17	correct	8	0.997622	0.003059
correct_plus_line_valid_plus_0p1_format	17	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	17	valid	1	0.248177	0.025173
correct_plus_line_valid_plus_0p1_format	17	valid	8	0.759057	0.043652
correct_plus_line_valid_plus_0p1_format	17	valid	64	0.933333	0.023570
correct_plus_line_valid_plus_0p1_format	17	joint	1	0.225521	0.007055
correct_plus_line_valid_plus_0p1_format	17	joint	8	0.738890	0.024911
correct_plus_line_valid_plus_0p1_format	17	joint	64	0.933333	0.023570
correct_plus_line_valid_plus_0p1_format	17	valid_given_correct	1	0.250322	0.016006
correct_plus_line_valid_plus_0p1_format	17	valid_given_correct	8	0.740695	0.026127
correct_plus_line_valid_plus_0p1_format	17	valid_given_correct	64	0.933333	0.023570
correct_plus_line_valid_plus_0p1_format	17	invalid_but_correct	1	0.680469	0.073628
correct_plus_line_valid_plus_0p1_format	17	invalid_but_correct	8	0.258732	0.026520
correct_plus_line_valid_plus_0p1_format	17	invalid_but_correct	64	0.066667	0.023570
correct_plus_line_valid_plus_0p1_format	18	correct	1	0.981771	0.011594
correct_plus_line_valid_plus_0p1_format	18	correct	8	0.999998	0.000003
correct_plus_line_valid_plus_0p1_format	18	correct	64	1.000000	0.000000
correct_plus_line_valid_plus_0p1_format	18	valid	1	0.161198	0.041777
correct_plus_line_valid_plus_0p1_format	18	valid	8	0.638857	0.108203
correct_plus_line_valid_plus_0p1_format	18	valid	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	18	joint	1	0.160937	0.041522
correct_plus_line_valid_plus_0p1_format	18	joint	8	0.638787	0.108155
correct_plus_line_valid_plus_0p1_format	18	joint	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	18	valid_given_correct	1	0.163694	0.041682
correct_plus_line_valid_plus_0p1_format	18	valid_given_correct	8	0.638788	0.108156
correct_plus_line_valid_plus_0p1_format	18	valid_given_correct	64	0.966667	0.023570
correct_plus_line_valid_plus_0p1_format	18	invalid_but_correct	1	0.820833	0.036999
